Voltage_measured,Current_measured,Temperature_measured,Current_load,Voltage_load,Time_uniform,dV_dt,dT_dt,SOC,mode,SOC_ECM,V_RC,V_ECM,mode_flag
4.096886292796828,-0.0002271398065055,5.790962051360082,0.0004,0.0,0.0,,,0.9999999684528048,discharge,0.9999999720420325,1.1284635289029757e-07,3.8198902371953785,1
4.096905324544343,-0.0004120090712525,5.778802477045518,0.0004222222222222,0.4568888888888889,1.0,1.90317475148305e-05,-0.0121595743145634,0.9999999112293224,discharge,0.9999999213290536,3.1193206934046214e-07,3.8198863952821975,1
4.096924356291857,-0.0005968783359996,5.766642902730955,0.0004444444444444,0.9137777777777778,2.0,1.903174751394232e-05,-0.0121595743145634,0.9999998283295536,discharge,0.9999998478610633,5.929726525892609e-07,3.819882495894174,1
4.096943388039372,-0.0007817476007467,5.7544833284163905,0.0004666666666666,1.3706666666666667,3.0,1.90317475148305e-05,-0.0121595743145643,0.999999719753498,discharge,0.9999997516380617,9.51896465893615e-07,3.819878543102736,1
4.096962419786886,-0.0009666168654937,5.742323754101827,0.0004888888888888,1.8275555555555556,4.0,1.903174751394232e-05,-0.0121595743145634,0.9999995855011556,discharge,0.9999996326600485,1.3848341573339237e-06,3.8198745407770107,1
4.0969814515344005,-0.0011514861302408,5.730164179787264,0.0005111111111111,2.2844444444444445,5.0,1.90317475148305e-05,-0.0121595743145634,0.9999994255725264,discharge,0.999999490927024,1.8881086100105588e-06,3.819870492593772,1
4.0970004832819145,-0.0013363553949879,5.7180046054727,0.0005333333333333,2.7413333333333334,6.0,1.903174751394232e-05,-0.0121595743145634,0.9999992399676104,discharge,0.999999326438988,2.4582253915288873e-06,3.81986640204708,1
4.097019515029429,-0.0015212246597349,5.705845031158136,0.0005555555555555,3.1982222222222223,7.0,1.90317475148305e-05,-0.0121595743145643,0.9999990286864076,discharge,0.9999991391959406,3.091863677967889e-06,3.8198622724573363,1
4.097038546776943,-0.001706093924482,5.693685456843572,0.0005777777777777,3.655111111111111,8.0,1.903174751394232e-05,-0.0121595743145634,0.999998791728918,discharge,0.9999989291978818,3.78586762875934e-06,3.8198581069798587,1
4.097057578524458,-0.0018909631892291,5.681525882529009,0.0006,4.112,9.0,1.90317475148305e-05,-0.0121595743145634,0.999998529095142,discharge,0.9999986964448115,4.537238190075213e-06,3.819853908613147,1
