Voltage_measured,Current_measured,Temperature_measured,Current_load,Voltage_load,Time_uniform,dV_dt,dT_dt,SOC,mode,mode_flag,SOC_ECM,V_RC,V_ECM
4.181797294694067,-0.000611161990235,5.292800359862219,0.0004,0.0,0.0,,,0.9999999151163902,discharge,1,0.9999999247738769,3.0363414799125236e-07,3.8198824168157386
4.181757491886283,-0.0007152230980844,5.29383509547193,0.0004,0.4663333333333333,1.0,-3.980280778392853e-05,0.0010347356097115,0.9999998157798488,discharge,1,0.9999998367391796,6.438823796391744e-07,3.8198800900542538
4.181717689078499,-0.0008192842059339,5.294869831081643,0.0004,0.9326666666666666,2.0,-3.980280778392853e-05,0.0010347356097124,0.9999997019903758,discharge,1,0.9999997358959081,1.0189256541210548e-06,3.8198777422769794
4.181677886270715,-0.0009233453137833,5.2959045666913545,0.0004,1.399,3.0,-3.980280778392853e-05,0.0010347356097115,0.9999995737479712,discharge,1,0.9999996222440624,1.42703530320256e-06,3.81987537521245
4.181638083462931,-0.0010274064216328,5.296939302301067,0.0004,1.8653333333333333,4.0,-3.980280778392853e-05,0.0010347356097124,0.9999994310526348,discharge,1,0.9999994957836424,1.866568541396564e-06,3.8198729905032662
4.181598280655147,-0.0011314675294822,5.2979740379107785,0.0004,2.3316666666666666,5.0,-3.980280778392853e-05,0.0010347356097115,0.9999992739043668,discharge,1,0.9999993565146483,2.335964199183405e-06,3.819870589710408
4.181558477847363,-0.0012355286373317,5.299008773520491,0.0004,2.798,6.0,-3.980280778392853e-05,0.0010347356097124,0.9999991023031672,discharge,1,0.99999920443708,2.833738668211354e-06,3.8198681743173006
4.181518675039579,-0.0013395897451811,5.3000435091302025,0.0004,3.264333333333333,7.0,-3.980280778392853e-05,0.0010347356097115,0.999998916249036,discharge,1,0.9999990395509375,3.3584820479450075e-06,3.819865745733585
4.1814788722317955,-0.0014436508530306,5.301078244739915,0.0004,3.7306666666666666,8.0,-3.980280778392853e-05,0.0010347356097124,0.999998715741973,discharge,1,0.9999988618562207,3.908854483754184e-06,3.819863305298882
4.181439069424012,-0.0015477119608801,5.3021129803496265,0.0004,4.197,9.0,-3.980280778392853e-05,0.0010347356097115,0.9999985007819784,discharge,1,0.9999986713529296,4.483582686931528e-06,3.8198608542862185
