Voltage_measured,Current_measured,Temperature_measured,Current_load,Voltage_load,Time_uniform,dV_dt,dT_dt,SOC,mode,SOC_ECM,V_RC,V_ECM,mode_flag
4.193468094113346,-0.002127111405255,4.959571710692188,0.0004,0.0,0.0,,,0.9999997045678604,discharge,0.9999997381801438,1.056779821940062e-06,3.819851545421423,1
4.193396928991138,-0.0021115592681836,4.962028815336615,0.0004,0.4676666666666666,1.0,-7.116512220761706e-05,0.002457104644427,0.9999994112957398,discharge,0.9999994782745542,2.0533307609290174e-06,3.819851139520359,1
4.19332576386893,-0.0020960071311122,4.964485919981042,0.0004,0.9353333333333332,2.0,-7.116512220850524e-05,0.002457104644427,0.9999991201836382,discharge,0.9999992202832312,2.9926450752963295e-06,3.8198507887939375,1
4.193254598746722,-0.0020804549940408,4.966943024625469,0.0004,1.4029999999999998,3.0,-7.116512220761706e-05,0.002457104644427,0.9999988312315558,discharge,0.9999989642061747,3.87756636363428e-06,3.8198504903986037,1
4.1931834336245135,-0.0020649028569694,4.969400129269896,0.0004,1.8706666666666665,4.0,-7.116512220850524e-05,0.002457104644427,0.9999985444394924,discharge,0.9999987100433849,4.7107969504295e-06,3.8198502416321225,1
4.193112268502306,-0.002049350719898,4.9718572339143225,0.0004,2.338333333333333,5.0,-7.116512220761706e-05,0.0024571046444261,0.9999982598074478,discharge,0.9999984577948616,5.494904904765596e-06,3.819850039926461,1
4.193041103380097,-0.0020337985828266,4.97431433855875,0.0004,2.8059999999999996,6.0,-7.116512220850524e-05,0.002457104644427,0.9999979773354224,discharge,0.999998207460605,6.23233071032646e-06,3.819849882841202,1
4.19296993825789,-0.0020182464457552,4.976771443203177,0.0004,3.2736666666666663,7.0,-7.116512220761706e-05,0.002457104644427,0.999997697023416,discharge,0.999997959040615,6.9253936040241115e-06,3.8198497680571575,1
4.192898773135681,-0.0020026943086838,4.979228547847604,0.0004,3.741333333333333,8.0,-7.116512220850524e-05,0.002457104644427,0.9999974188714288,discharge,0.9999977125348914,7.576297599714322e-06,3.819849693370357,1
4.192827608013474,-0.0019871421716125,4.981685652492031,0.0004,4.209,9.0,-7.116512220761706e-05,0.002457104644427,0.9999971428794604,discharge,0.9999974679434346,8.187137212645353e-06,3.8198496566863596,1
4.178842989457549,-0.0682643017869418,4.983581756641368,0.06704,4.156866666666667,10.0,-0.0139846185559244,0.0018961041493374,0.9999876617264344,discharge,0.9999890654922831,4.169508436134897e-05,3.8184996428466436,1
4.164858370901624,-0.1345414614022711,4.985477860790706,0.13368,4.104733333333333,11.0,-0.0139846185559253,0.0018961041493374,0.9999689754123507,discharge,0.9999725051814369,0.00010646576299207874,3.817127132437163,1
4.150873752345699,-0.2008186210176004,4.987373964940042,0.20032,4.0526,12.0,-0.0139846185559244,0.0018961041493366,0.9999410839372096,discharge,0.9999477870108961,0.0002009459952257957,3.815733662822466,1
4.136889133789775,-0.2670957806329297,4.98927006908938,0.26696,4.000466666666666,13.0,-0.0139846185559244,0.0018961041493374,0.9999039873010106,discharge,0.9999149109806608,0.00032365976731498674,3.814320686421531,1
4.1229045152338495,-0.333372940248259,4.991166173238717,0.3336,3.9483333333333337,14.0,-0.0139846185559253,0.0018961041493374,0.999857685503754,discharge,0.9998738770907307,0.0004732043960176037,3.812889574551294,1
4.108919896677925,-0.3996500998635883,4.993062277388055,0.40024,3.8962,15.0,-0.0139846185559244,0.0018961041493374,0.9998021785454394,discharge,0.9998246853411061,0.0006482468854311102,3.811441621082959,1
4.0949352781220005,-0.4659272594789176,4.994958381537392,0.46688,3.8440666666666665,16.0,-0.0139846185559244,0.0018961041493374,0.9997374664260674,discharge,0.9997673357317869,0.0008475204648243005,3.809978045920765,1
4.080950659566076,-0.532204419094247,4.996854485686729,0.53352,3.791933333333333,17.0,-0.0139846185559244,0.0018961041493366,0.9996635491456376,discharge,0.999701828262773,0.0010698212984746602,3.8084999983118264,1
4.066966041010151,-0.5984815787095762,4.9987505898360665,0.60016,3.7398,18.0,-0.0139846185559253,0.0018961041493374,0.99958042670415,discharge,0.9996281629340645,0.0013140053589657807,3.807008559995858,1
4.052981422454226,-0.6647587383249055,5.000646693985404,0.6668000000000001,3.6876666666666664,19.0,-0.0139846185559244,0.0018961041493374,0.9994880991016052,discharge,0.9995463397456614,0.0015789854558238997,3.8055047482028157,1
4.038996803898302,-0.7310358979402348,5.0025427981347415,0.7334400000000001,3.6355333333333335,20.0,-0.0139846185559244,0.0018961041493374,0.9993865663380024,discharge,0.9994563586975637,0.001863728411776088,3.803989518506195,1
4.025012185342376,-0.7973130575555641,5.004438902284079,0.80008,3.5834,21.0,-0.0139846185559253,0.0018961041493374,0.9992758284133416,discharge,0.9993582197897714,0.002167252379296031,3.8024637675390776,1
4.011027566786452,-0.8635902171708935,5.006335006433416,0.86672,3.5312666666666668,22.0,-0.0139846185559244,0.0018961041493366,0.9991558853276236,discharge,0.9992519230222844,0.002488624290467709,3.800928335580412,1
3.9970429482305274,-0.9298673767862228,5.008231110582753,0.93336,3.4791333333333334,23.0,-0.0139846185559244,0.0018961041493374,0.9990267370808475,discharge,0.9991374683951028,0.002826957433543553,3.7993840090175626,1
3.9830583296746025,-0.9961445364015522,5.0101272147320906,1.0,3.427,24.0,-0.0139846185559249,0.0018961041493374,0.998888383673014,discharge,0.9990148559082266,0.003181409149902708,3.797831522691641,1
3.9810709985070902,-0.9960467095089768,5.015442820670915,1.0,3.4257142857142857,25.0,-0.0019873311675122,0.0053156059388248,0.998750043852249,discharge,0.9988922554625734,0.003518202588673129,3.797623601102433,1
3.9790836673395775,-0.9959488826164016,5.020758426609741,1.0,3.4244285714285714,26.0,-0.0019873311675127,0.0053156059388257,0.9986117176185524,discharge,0.9987696670581434,0.0038382150387170685,3.7974318681402917,1
3.9770963361720657,-0.9958510557238264,5.026074032548566,1.0,3.423142857142857,27.0,-0.0019873311675122,0.0053156059388248,0.998473404971924,discharge,0.9986470906949364,0.0041422802039126835,3.7972554910097935,1
3.975109005004553,-0.9957532288312508,5.031389638487392,1.0,3.4218571428571427,28.0,-0.0019873311675127,0.0053156059388257,0.998335105912364,discharge,0.9985245263729525,0.004431190368519314,3.797093678334194,1
3.97312167383704,-0.9956554019386756,5.036705244426217,1.0,3.4205714285714284,29.0,-0.0019873311675122,0.0053156059388248,0.9981968204398726,discharge,0.9984019740921917,0.004705698454964264,3.7969456780975475,1
3.971134342669528,-0.9955575750461002,5.042020850365042,1.0,3.419285714285714,30.0,-0.0019873311675127,0.0053156059388257,0.9980585485544496,discharge,0.9982794338526539,0.004966519979395756,3.796810775689318,1
3.9691470115020153,-0.9954597481535248,5.047336456303867,1.0,3.4179999999999997,31.0,-0.0019873311675122,0.0053156059388248,0.9979202902560949,discharge,0.9981569056543393,0.0052143349100811694,3.7966882920458667,1
3.967159680334503,-0.9953619212609496,5.052652062242692,1.0,3.416714285714286,32.0,-0.0019873311675122,0.0053156059388248,0.9977820455448086,discharge,0.9980343894972478,0.0054497894334773625,3.7965775818844043,1
3.9651723491669904,-0.9952640943683744,5.057967668181518,1.0,3.4154285714285715,33.0,-0.0019873311675127,0.0053156059388257,0.9976438144205908,discharge,0.9979118853813793,0.005673497632560052,3.796478032024695,1
3.963185017999478,-0.995166267475799,5.063283274120343,1.0,3.414142857142857,34.0,-0.0019873311675122,0.0053156059388248,0.9975055968834414,discharge,0.9977893933067339,0.005886043081771357,3.7963890597940995,1
3.9611976868319654,-0.9950684405832236,5.068598880059168,1.0,3.412857142857143,35.0,-0.0019873311675127,0.0053156059388257,0.9973673929333604,discharge,0.9976669132733116,0.006087980362728031,3.7963101115117994,1
3.959210355664453,-0.9949706136906482,5.073914485997993,1.0,3.4115714285714285,36.0,-0.0019873311675122,0.0053156059388248,0.997229202570348,discharge,0.9975444452811123,0.006279836504627117,3.796240661048495,1
3.957223024496941,-0.9948727867980728,5.079230091936819,1.0,3.410285714285714,37.0,-0.0019873311675127,0.0053156059388257,0.9970910257944036,discharge,0.9974219893301361,0.006462112353090138,3.7961802084575043,1
3.955235693329428,-0.9947749599054976,5.084545697875644,1.0,3.409,38.0,-0.0019873311675122,0.0053156059388248,0.9969528626055278,discharge,0.997299545420383,0.006635283871001151,3.7961282786739523,1
3.9537773190695615,-0.9947380516714324,5.089341090937038,1.0,3.4076666666666666,39.0,-0.0014583742598666,0.0047953930613937,0.9968147045427956,discharge,0.9971771060535554,0.006799833639991057,3.7960831788926757,1
3.952318944809695,-0.9947011434373676,5.094136483998432,1.0,3.406333333333333,40.0,-0.0014583742598666,0.0047953930613946,0.9966765516062072,discharge,0.9970546712296532,0.006956190001061044,3.796045699937671,1
3.950860570549828,-0.9946642352033024,5.098931877059826,1.0,3.405,41.0,-0.0014583742598666,0.0047953930613937,0.9965384037957624,discharge,0.9969322409486764,0.007104760014609608,3.796015435539609,1
