Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time_uniform,dV_dt,dT_dt,SOC,mode,mode_flag,SOC_ECM,V_RC,V_ECM
3.3028547514790385,-0.0007779109162341,9.599392228576075,-0.0006,0.002,0.0,,,0.0,charge,0,,,
3.425772291966995,0.7453081498273674,9.586914778844168,0.74945,2.2464999999999997,1.0,0.1229175404879563,-0.0124774497319073,0.0001034069776265,charge,0,,,
3.548689832454951,1.491394210570969,9.57443732911226,1.4995,4.491,2.0,0.1229175404879563,-0.0124774497319073,0.000310545062428,charge,0,,,
3.557851651736544,1.491263007039555,9.564188867452078,1.4995,4.503666666666667,3.0,0.0091618192815929,-0.0102484616601827,0.0005176649245168,charge,0,,,
3.567013471018137,1.491131803508141,9.553940405791897,1.4995,4.516333333333333,4.0,0.0091618192815929,-0.0102484616601827,0.000724766563893,charge,0,,,
3.57617529029973,1.4910005999767268,9.543691944131712,1.4995,4.529,5.0,0.0091618192815929,-0.0102484616601827,0.0009318499805564,charge,0,,,
3.585337109581323,1.4908693964453126,9.53344348247153,1.4995,4.541666666666667,6.0,0.0091618192815929,-0.0102484616601827,0.0011389151745071,charge,0,,,
3.594498928862916,1.4907381929138983,9.523195020811348,1.4995,4.554333333333333,7.0,0.0091618192815929,-0.0102484616601827,0.0013459621457452,charge,0,,,
3.603660748144509,1.4906069893824845,9.512946559151164,1.4995,4.567,8.0,0.0091618192815929,-0.0102484616601827,0.0015529908942705,charge,0,,,
3.6087473073017584,1.490539161509583,9.50246804979876,1.4995,4.565285714285714,9.0,0.0050865591572493,-0.0104785093524046,0.001760010222258,charge,0,,,
3.613833866459008,1.4904713336366824,9.491989540446356,1.4995,4.563571428571429,10.0,0.0050865591572493,-0.0104785093524046,0.0019670201297075,charge,0,,,
3.618920425616257,1.4904035057637812,9.48151103109395,1.4995,4.561857142857143,11.0,0.0050865591572493,-0.0104785093524046,0.0021740206166192,charge,0,,,
3.624006984773506,1.4903356778908805,9.471032521741543,1.4995,4.560142857142857,12.0,0.0050865591572488,-0.0104785093524046,0.0023810116829929,charge,0,,,
3.6290935439307552,1.4902678500179791,9.46055401238914,1.4995,4.558428571428571,13.0,0.0050865591572493,-0.0104785093524046,0.0025879933288287,charge,0,,,
3.634180103088005,1.4902000221450782,9.450075503036736,1.4995,4.5567142857142855,14.0,0.0050865591572493,-0.0104785093524046,0.0027949655541266,charge,0,,,
3.639266662245254,1.490132194272177,9.439596993684331,1.4995,4.555,15.0,0.0050865591572493,-0.0104785093524046,0.0030019283588867,charge,0,,,
3.644194679405228,1.4901848058748055,9.432026136005442,1.4995,4.5569999999999995,16.0,0.0049280171599743,-0.007570857678889,0.0032088984708137,charge,0,,,
3.649122696565203,1.4902374174774344,9.424455278326551,1.4995,4.559,17.0,0.0049280171599748,-0.007570857678889,0.0034158758899078,charge,0,,,
3.6540507137251774,1.4902900290800631,9.416884420647664,1.4995,4.561,18.0,0.0049280171599743,-0.007570857678889,0.0036228606161689,charge,0,,,
3.658978730885152,1.4903426406826916,9.409313562968777,1.4995,4.563,19.0,0.0049280171599743,-0.007570857678889,0.0038298526495971,charge,0,,,
3.6639067480451266,1.4903952522853203,9.401742705289886,1.4995,4.565,20.0,0.0049280171599748,-0.007570857678889,0.0040368519901923,charge,0,,,
3.668834765205101,1.490447863887949,9.394171847610997,1.4995,4.567,21.0,0.0049280171599743,-0.007570857678889,0.0042438586379545,charge,0,,,
3.6731343302361568,1.4905720246844465,9.386753409658938,1.4995,4.5713333333333335,22.0,0.0042995650310557,-0.007418437952058,0.0044508825302718,charge,0,,,
3.677433895267213,1.4906961854809433,9.37933497170688,1.4995,4.575666666666667,23.0,0.0042995650310557,-0.0074184379520598,0.0046579236671441,charge,0,,,
3.681733460298268,1.4908203462774403,9.37191653375482,1.4995,4.58,24.0,0.0042995650310557,-0.007418437952058,0.0048649820485715,charge,0,,,
3.686033025329325,1.4909445070739378,9.364498095802762,1.4995,4.584333333333333,25.0,0.0042995650310562,-0.007418437952058,0.005072057674554,charge,0,,,
3.69033259036038,1.4910686678704348,9.357079657850704,1.4995,4.588666666666667,26.0,0.0042995650310557,-0.0074184379520598,0.0052791505450916,charge,0,,,
3.694632155391436,1.491192828666932,9.349661219898644,1.4995,4.593,27.0,0.0042995650310557,-0.007418437952058,0.0054862606601842,charge,0,,,
3.6979884046101,1.4909290828817587,9.341059257926526,1.4995,4.594714285714286,28.0,0.0033562492186636,-0.0086019619721184,0.0056933341439178,charge,0,,,
3.7013446538287633,1.4906653370965852,9.332457295954407,1.4995,4.5964285714285715,29.0,0.0033562492186636,-0.0086019619721184,0.0059003709962923,charge,0,,,
3.704700903047427,1.490401591311412,9.323855333982287,1.4995,4.598142857142857,30.0,0.0033562492186636,-0.0086019619721184,0.0061073712173078,charge,0,,,
3.70805715226609,1.4901378455262384,9.315253372010172,1.4995,4.599857142857143,31.0,0.0033562492186631,-0.0086019619721167,0.0063143348069642,charge,0,,,
3.7114134014847537,1.489874099741065,9.306651410038054,1.4995,4.601571428571429,32.0,0.0033562492186636,-0.0086019619721184,0.0065212617652616,charge,0,,,
3.714769650703418,1.4896103539558916,9.298049448065935,1.4995,4.603285714285715,33.0,0.0033562492186636,-0.0086019619721184,0.0067281520921999,charge,0,,,
3.718125899922081,1.4893466081707183,9.289447486093817,1.4995,4.605,34.0,0.0033562492186636,-0.0086019619721184,0.0069350057877792,charge,0,,,
3.721605399331139,1.4894964239462447,9.28136677696861,1.4995,4.607166666666667,35.0,0.0034794994090581,-0.0080807091252061,0.007141880291105,charge,0,,,
3.7250848987401977,1.489646239721771,9.273286067843404,1.4995,4.609333333333334,36.0,0.0034794994090585,-0.0080807091252061,0.0073487756021775,charge,0,,,
3.728564398149256,1.489796055497297,9.265205358718198,1.4995,4.6115,37.0,0.0034794994090585,-0.0080807091252061,0.0075556917209966,charge,0,,,
3.7320438975583143,1.4899458712728235,9.257124649592992,1.4995,4.613666666666667,38.0,0.0034794994090581,-0.0080807091252061,0.0077626286475623,charge,0,,,
3.735523396967373,1.49009568704835,9.249043940467786,1.4995,4.615833333333334,39.0,0.0034794994090581,-0.0080807091252061,0.0079695863818745,charge,0,,,
3.739002896376431,1.4902455028238764,9.24096323134258,1.4995,4.618,40.0,0.0034794994090585,-0.0080807091252061,0.0081765649239334,charge,0,,,
3.7417723286932247,1.4904773184180693,9.231676565872736,1.4995,4.621571428571428,41.0,0.0027694323167937,-0.0092866654698422,0.0083835756626026,charge,0,,,
3.744541761010018,1.490709134012262,9.222389900402892,1.4995,4.6251428571428574,42.0,0.0027694323167932,-0.009286665469844,0.0085906185978821,charge,0,,,
3.747311193326812,1.490940949606455,9.213103234933053,1.4995,4.628714285714286,43.0,0.0027694323167937,-0.0092866654698422,0.0087976937297718,charge,0,,,
3.750080625643605,1.491172765200648,9.203816569463209,1.4995,4.632285714285715,44.0,0.0027694323167932,-0.0092866654698422,0.0090048010582719,charge,0,,,
