Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time_uniform,dV_dt,dT_dt,SOC,mode,mode_flag,SOC_ECM,V_RC,V_ECM
3.674660353290736,-0.0004379859485158,5.167146223925326,-0.0006,0.002,0.0,,,0.0,charge,0,,,
3.807606318505809,0.745400454523685,5.16592649705031,0.74945,2.437,1.0,0.132945965215073,-0.001219726875016,0.0001034670095243,charge,0,,,
3.940552283720882,1.491238894995886,5.164706770175294,1.4995,4.872,2.0,0.132945965215073,-0.001219726875016,0.0003105835227182,charge,0,,,
3.943954287645168,1.4914238878820514,5.166924066173146,1.4995,4.873714285714286,3.0,0.0034020039242861,0.0022172959978519,0.0005177257293684,charge,0,,,
3.947356291569455,1.491608880768217,5.169141362170999,1.4995,4.8754285714285714,4.0,0.0034020039242865,0.0022172959978528,0.0007248936294751,charge,0,,,
3.950758295493741,1.4917938736543823,5.171358658168851,1.4995,4.877142857142857,5.0,0.0034020039242861,0.0022172959978519,0.0009320872230382,charge,0,,,
3.954160299418027,1.491978866540548,5.173575954166703,1.4995,4.878857142857143,6.0,0.0034020039242861,0.0022172959978519,0.0011393065100578,charge,0,,,
3.9575623033423137,1.4921638594267137,5.1757932501645545,1.4995,4.880571428571429,7.0,0.0034020039242861,0.0022172959978519,0.0013465514905337,charge,0,,,
3.9609643072666,1.4923488523128792,5.178010546162407,1.4995,4.882285714285715,8.0,0.0034020039242865,0.0022172959978528,0.001553822164466,charge,0,,,
3.964366311190886,1.4925338451990446,5.180227842160259,1.4995,4.884,9.0,0.0034020039242861,0.0022172959978519,0.0017611185318548,charge,0,,,
3.96641816331743,1.492378042497686,5.18363518786318,1.4995,4.878571428571429,10.0,0.0020518521265433,0.0034073457029206,0.0019683932599795,charge,0,,,
3.968470015443972,1.4922222397963276,5.1870425335661015,1.4995,4.873142857142858,11.0,0.0020518521265429,0.0034073457029215,0.0021756463488401,charge,0,,,
3.970521867570515,1.492066437094969,5.190449879269022,1.4995,4.867714285714286,12.0,0.0020518521265433,0.0034073457029206,0.0023828777984366,charge,0,,,
