Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time_uniform,dV_dt,dT_dt,SOC,mode,SOC_ECM,V_RC,V_ECM,mode_flag
3.714132242132723,-0.0024312756257353,5.129572692821793,-0.0006,0.002,0.0,,,0.0,charge,,,,0
3.8520289314041665,0.7445302956457809,5.155971358660217,0.74945,2.475,1.0,0.1378966892714435,0.0263986658384238,0.0001030693083361,charge,,,,0
3.98992562067561,1.4914918669172972,5.182370024498642,1.4995,4.948,2.0,0.1378966892714435,0.0263986658384247,0.000310220956519,charge,,,,0
3.9930149444049,1.491350173875865,5.186483853785064,1.4995,4.951125,3.0,0.0030893237292897,0.004113829286422,0.0005173529251129,charge,,,,0
3.9961042681341894,1.491208480834433,5.190597683071486,1.4995,4.95425,4.0,0.0030893237292897,0.004113829286422,0.0007244652141177,charge,,,,0
3.99919359186348,1.4910667877930008,5.194711512357907,1.4995,4.957375,5.0,0.0030893237292901,0.0041138292864211,0.0009315578235334,charge,,,,0
4.002282915592769,1.4909250947515686,5.198825341644329,1.4995,4.9605,6.0,0.0030893237292892,0.004113829286422,0.00113863075336,charge,,,,0
4.005372239322059,1.490783401710137,5.202939170930751,1.4995,4.963625,7.0,0.0030893237292906,0.004113829286422,0.0013456840035975,charge,,,,0
4.008461563051349,1.4906417086687045,5.207053000217172,1.4995,4.96675,8.0,0.0030893237292897,0.0041138292864211,0.0015527175742459,charge,,,,0
4.011550886780639,1.4905000156272723,5.211166829503594,1.4995,4.969875,9.0,0.0030893237292897,0.004113829286422,0.0017597314653053,charge,,,,0
4.014640210509929,1.4903583225858403,5.215280658790016,1.4995,4.973,10.0,0.0030893237292897,0.004113829286422,0.0019667256767755,charge,,,,0
4.016472249794546,1.4903331836077642,5.220143715015038,1.4995,4.973,11.0,0.0018320392846176,0.0048630562250213,0.0021737163967211,charge,,,,0
4.018304289079165,1.4903080446296884,5.22500677124006,1.4995,4.973,12.0,0.0018320392846185,0.0048630562250222,0.0023807036251418,charge,,,,0
4.020136328363782,1.4902829056516125,5.229869827465081,1.4995,4.973,13.0,0.0018320392846176,0.0048630562250213,0.0025876873620379,charge,,,,0
4.021968367648401,1.4902577666735364,5.2347328836901035,1.4995,4.973,14.0,0.0018320392846185,0.0048630562250222,0.0027946676074092,charge,,,,0
4.023800406933018,1.4902326276954605,5.239595939915125,1.4995,4.973,15.0,0.0018320392846176,0.0048630562250213,0.0030016443612558,charge,,,,0
4.025632446217637,1.4902074887173844,5.244458996140147,1.4995,4.973,16.0,0.0018320392846185,0.0048630562250222,0.0032086176235777,charge,,,,0
4.0274644855022546,1.4901823497393083,5.2493220523651685,1.4995,4.973,17.0,0.0018320392846176,0.0048630562250213,0.0034155873943748,charge,,,,0
4.029296524786873,1.4901572107612324,5.254185108590191,1.4995,4.973,18.0,0.0018320392846185,0.0048630562250222,0.0036225536736472,charge,,,,0
4.031128564071491,1.4901320717831563,5.259048164815212,1.4995,4.973,19.0,0.0018320392846176,0.0048630562250213,0.0038295164613949,charge,,,,0
4.032844907274266,1.4903995299559822,5.266007487144326,1.4995,4.974625,20.0,0.0017163432027755,0.0069593223291137,0.004036516396111,charge,,,,0
4.034561250477043,1.4906669881288082,5.2729668094734405,1.4995,4.97625,21.0,0.0017163432027764,0.0069593223291146,0.0042435534777955,charge,,,,0
4.036277593679818,1.490934446301634,5.279926131802554,1.4995,4.977875,22.0,0.0017163432027755,0.0069593223291137,0.0044506277064485,charge,,,,0
4.037993936882595,1.4912019044744598,5.286885454131669,1.4995,4.9795,23.0,0.0017163432027764,0.0069593223291146,0.00465773908207,charge,,,,0
