Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time_uniform,dV_dt,dT_dt,SOC,mode,mode_flag,SOC_ECM,V_RC,V_ECM
3.4820159350171007,0.0003483989327817,8.775487596967912,-0.0006,0.002,0.0,,,4.838874066412501e-08,charge,0,,,
3.6070031243084575,0.745027934709968,8.750309714153381,0.74945,2.3165,1.0,0.1249871892913567,-0.0251778828145301,0.0001035244907837,charge,0,,,
3.7319903135998143,1.4897074704871542,8.725131831338851,1.4995,4.631,2.0,0.1249871892913567,-0.0251778828145301,0.0003104283061291,charge,0,,,
3.737982082897816,1.4898633014283305,8.717803586023946,1.4995,4.641857142857143,3.0,0.0059917692980016,-0.0073282453149055,0.0005173537646608,charge,0,,,
3.743973852195817,1.490019132369507,8.710475340709042,1.4995,4.652714285714286,4.0,0.0059917692980011,-0.0073282453149037,0.0007243008663788,charge,0,,,
3.749965621493818,1.490174963310683,8.703147095394137,1.4995,4.663571428571428,5.0,0.0059917692980016,-0.0073282453149055,0.0009312696112831,charge,0,,,
3.75595739079182,1.490330794251859,8.695818850079233,1.4995,4.674428571428572,6.0,0.0059917692980011,-0.0073282453149037,0.0011382599993736,charge,0,,,
3.7619491600898214,1.4904866251930355,8.688490604764327,1.4995,4.6852857142857145,7.0,0.0059917692980016,-0.0073282453149055,0.0013452720306504,charge,0,,,
3.7679409293878225,1.490642456134212,8.681162359449424,1.4995,4.696142857142857,8.0,0.0059917692980011,-0.0073282453149037,0.0015523057051135,charge,0,,,
3.773932698685824,1.4907982870753882,8.673834114134518,1.4995,4.707,9.0,0.0059917692980016,-0.0073282453149055,0.0017593610227629,charge,0,,,
3.777917569315576,1.4906314311470148,8.667683559332827,1.4995,4.712428571428571,10.0,0.0039848706297522,-0.0061505548016906,0.0019663931659777,charge,0,,,
3.781902439945329,1.4904645752186412,8.661533004531135,1.4995,4.7178571428571425,11.0,0.0039848706297527,-0.0061505548016924,0.0021734021347581,charge,0,,,
3.7858873105750814,1.4902977192902678,8.655382449729444,1.4995,4.723285714285714,12.0,0.0039848706297522,-0.0061505548016906,0.002380387929104,charge,0,,,
3.7898721812048337,1.4901308633618944,8.649231894927754,1.4995,4.728714285714286,13.0,0.0039848706297522,-0.0061505548016906,0.0025873505490153,charge,0,,,
3.793857051834586,1.489964007433521,8.643081340126063,1.4995,4.734142857142857,14.0,0.0039848706297522,-0.0061505548016906,0.0027942899944922,charge,0,,,
3.7978419224643383,1.4897971515051474,8.63693078532437,1.4995,4.739571428571429,15.0,0.0039848706297527,-0.0061505548016924,0.0030012062655346,charge,0,,,
3.801826793094091,1.489630295576774,8.63078023052268,1.4995,4.745,16.0,0.0039848706297522,-0.0061505548016906,0.0032080993621425,charge,0,,,
3.805694341485189,1.4901441251116654,8.620304633421334,1.4995,4.747,17.0,0.0038675483910979,-0.0104755971013457,0.0034150638239635,charge,0,,,
3.8095618898762864,1.4906579546465566,8.609829036319988,1.4995,4.749,18.0,0.0038675483910974,-0.0104755971013457,0.0036220996509978,charge,0,,,
3.813429438267384,1.491171784181448,8.59935343921864,1.4995,4.7509999999999994,19.0,0.0038675483910979,-0.0104755971013474,0.0038292068432452,charge,0,,,
3.8172969866584823,1.4916856137163397,8.588877842117295,1.4995,4.753,20.0,0.0038675483910979,-0.0104755971013457,0.0040363854007058,charge,0,,,
3.82116453504958,1.4921994432512309,8.57840224501595,1.4995,4.755,21.0,0.0038675483910974,-0.0104755971013457,0.0042436353233796,charge,0,,,
3.8250320834406777,1.492713272786122,8.567926647914604,1.4995,4.757,22.0,0.0038675483910979,-0.0104755971013457,0.0044509566112666,charge,0,,,
3.827972683155221,1.492351638418942,8.562918712738432,1.4995,4.758857142857143,23.0,0.0029405997145435,-0.005007935176172,0.0046582276721581,charge,0,,,
3.8309132828697647,1.4919900040517615,8.557910777562258,1.4995,4.760714285714285,24.0,0.0029405997145435,-0.0050079351761738,0.0048654485060542,charge,0,,,
3.833853882584308,1.4916283696845816,8.552902842386086,1.4995,4.7625714285714285,25.0,0.0029405997145435,-0.005007935176172,0.0050726191129548,charge,0,,,
