Voltage_measured,Current_measured,Temperature_measured,Current_load,Voltage_load,Time_uniform,dV_dt,dT_dt,SOC,mode,mode_flag,SOC_ECM,V_RC,V_ECM
4.176260352394772,0.0011598080844637,5.473663110232025,0.0004,0.0,0.0,,,1.0,discharge,1,1.0,-5.762094914052046e-07,3.819918635131364
4.176248930651737,0.0007847300015211,5.476801841574362,0.0004,0.4657777777777778,1.0,-1.1421743034922828e-05,0.0031387313423376,1.0,discharge,1,1.0,-9.374478228849046e-07,3.8199114948080366
4.176237508908702,0.0004096519185786,5.4799405729167,0.0004,0.9315555555555556,2.0,-1.1421743034922828e-05,0.0031387313423376,1.0,discharge,1,1.0,-1.0943950737028443e-06,3.819904150193629
4.1762260871656665,3.457383563613335e-05,5.483079304259038,0.0004,1.397333333333333,3.0,-1.1421743035811003e-05,0.0031387313423376,1.0,discharge,1,1.0,-1.057200721282382e-06,3.8198966114376174
4.1762146654226315,-0.0003405042473063,5.486218035601375,0.0004,1.8631111111111112,4.0,-1.1421743034922828e-05,0.0031387313423376,1.0,discharge,1,0.9999999580883385,-8.35510002276141e-07,3.819888933274549
4.176203243679597,-0.0007155823302489,5.489356766943712,0.0004,2.328888888888889,5.0,-1.1421743034922828e-05,0.0031387313423367,1.0,discharge,1,0.9999998700094244,-4.3848896397932494e-07,3.819881129448417
4.176191821936562,-0.0010906604131914,5.49249549828605,0.0004,2.794666666666666,6.0,-1.1421743034922828e-05,0.0031387313423376,1.0,discharge,1,0.9999997357632575,1.251517288472124e-07,3.8198732086694633
4.176180400193526,-0.0014657384961339,5.495634229628387,0.0004,3.2604444444444445,7.0,-1.1421743035811003e-05,0.0031387313423376,0.9999998300386602,discharge,1,0.999999555349838,8.471341699118389e-07,3.8198651792148723
4.176168978450491,-0.0018408165790764,5.498772960970725,0.0004,3.7262222222222223,8.0,-1.1421743034922828e-05,0.0031387313423376,0.9999995743696908,discharge,1,0.9999993287691658,1.7195917113231775e-06,3.8198570489502894
4.176157556707456,-0.002215894662019,5.501911692313063,0.0004,4.192,9.0,-1.1421743034922828e-05,0.0031387313423376,0.9999992666065434,discharge,1,0.9999990560212408,2.7350485316758756e-06,3.8198488253503244
4.162490414639668,-0.0730878560411342,5.502929121240047,0.0718,4.138857142857143,10.0,-0.0136671420677876,0.0010174289269846,0.9999891155154266,discharge,1,0.9999900598530522,3.891027512911675e-05,3.8184048872246796
4.14882327257188,-0.1439598174202494,5.503946550167031,0.1432,4.085714285714285,11.0,-0.0136671420677885,0.0010174289269837,0.9999691210963404,discharge,1,0.9999723402645998,0.00010849848310541284,3.8169369098396935
4.135156130504092,-0.2148317787993647,5.504963979094015,0.2146,4.032571428571429,12.0,-0.0136671420677876,0.0010174289269837,0.999939283349285,discharge,1,0.9999458972558837,0.00020983966704548343,3.8154465351075992
4.121488988436305,-0.2857037401784799,5.5059814080209994,0.286,3.979428571428571,13.0,-0.0136671420677876,0.0010174289269846,0.99989960227426,discharge,1,0.9999107308269037,0.0003413562930128282,3.8139353135720175
4.107821846368517,-0.3565757015575951,5.506998836947984,0.3574,3.926285714285714,14.0,-0.0136671420677876,0.0010174289269846,0.999850077871266,discharge,1,0.99986684097766,0.0005015492012467612,3.8124047085175508
4.094154704300729,-0.4274476629367104,5.508016265874968,0.4288,3.873142857142857,15.0,-0.0136671420677876,0.0010174289269837,0.9997907101403026,discharge,1,0.9998142277081525,0.0006889937124195933,3.8108560998795338
4.080487562232941,-0.4983196243158256,5.509033694801952,0.5002000000000001,3.82,16.0,-0.0136671420677885,0.0010174289269837,0.99972149908137,discharge,1,0.9997528910183813,0.0009023359273406095,3.8092907879645916
4.066820420165153,-0.5691915856949409,5.510051123728936,0.5716,3.766857142857143,17.0,-0.0136671420677876,0.0010174289269846,0.9996424446944676,discharge,1,0.9996828309083463,0.0011402892104961245,3.8077099969911643
4.053153278097366,-0.6400635470740561,5.511068552655921,0.643,3.7137142857142855,18.0,-0.0136671420677876,0.0010174289269846,0.9995535469795964,discharge,1,0.9996040473780475,0.001401630848292372,3.8061148784595327
4.039486136029577,-0.7109355084531713,5.512085981582905,0.7144,3.6605714285714286,19.0,-0.0136671420677885,0.0010174289269837,0.9994548059367556,discharge,1,0.999516540427485,0.0016851988733217376,3.8045065143595305
4.025818993961789,-0.7818074698322866,5.513103410509888,0.7858,3.607428571428572,20.0,-0.0136671420677876,0.0010174289269837,0.9993462215659455,discharge,1,0.9994203100566587,0.0019898890464040567,3.8028859202246696
4.012151851894002,-0.8526794312114019,5.514120839436873,0.8572000000000001,3.5542857142857143,21.0,-0.0136671420677876,0.0010174289269846,0.9992277938671662,discharge,1,0.9993153562655686,0.0023146519885644786,3.8012540480401213
3.998484709826214,-0.9235513925905172,5.515138268363858,0.9286,3.501142857142857,22.0,-0.0136671420677876,0.0010174289269846,0.9990995228404176,discharge,1,0.9992016790542148,0.0026584904554988356,3.7996117890122774
3.984817567758426,-0.9944233539696322,5.516155697290841,1.0,3.448,23.0,-0.013667142067788,0.0010174289269837,0.9989614084856996,discharge,1,0.9990792784225971,0.0030204567474475287,3.7979599762067253
3.983251947045273,-0.9945738266697048,5.519479051409778,1.0,3.4467857142857143,24.0,-0.0015656207131535,0.0033233541189368,0.9988232732319956,discharge,1,0.9989568592697395,0.003364514785626303,3.797739941387956
3.9816863263321194,-0.9947242993697776,5.522802405528714,1.0,3.4455714285714287,25.0,-0.0015656207131531,0.0033233541189359,0.9986851170793052,discharge,1,0.9988344215956421,0.0036915542780769414,3.7975363655469345
3.980120705618966,-0.9948747720698502,5.526125759647651,1.0,3.4443571428571427,26.0,-0.0015656207131535,0.0033233541189368,0.9985469400276288,discharge,1,0.9987119654003046,0.004002420730854267,3.7973484036503
3.978555084905812,-0.9950252447699228,5.529449113766588,1.0,3.443142857142857,27.0,-0.0015656207131535,0.0033233541189368,0.9984087420769664,discharge,1,0.9985894906837273,0.004297917644045015,3.797175252670827
3.976989464192658,-0.9951757174699956,5.532772467885525,1.0,3.441928571428571,28.0,-0.0015656207131535,0.0033233541189368,0.9982705232273176,discharge,1,0.9984669974459099,0.004578808598685303,3.797016149500413
3.9754238434795055,-0.9953261901700684,5.5360958220044605,1.0,3.440714285714286,29.0,-0.0015656207131531,0.0033233541189359,0.998132283478683,discharge,1,0.9983444856868527,0.004845819239997007,3.7968703689669407
3.973858222766352,-0.9954766628701408,5.539419176123397,1.0,3.4395,30.0,-0.0015656207131535,0.0033233541189368,0.997994022831062,discharge,1,0.9982219554065557,0.005099639162094079,3.7967372219495377
3.9722926020531983,-0.9956271355702137,5.542742530242334,1.0,3.438285714285714,31.0,-0.0015656207131535,0.0033233541189368,0.9978557412844552,discharge,1,0.9980994066050186,0.00534092369905392,3.7966160535874023
3.970726981340045,-0.9957776082702864,5.54606588436127,1.0,3.437071428571429,32.0,-0.0015656207131531,0.0033233541189359,0.997717438838862,discharge,1,0.9979768392822417,0.005570295627005723,3.796506241577938
3.969161360626891,-0.9959280809703588,5.549389238480207,1.0,3.435857142857143,33.0,-0.0015656207131535,0.0033233541189368,0.9975791154942828,discharge,1,0.9978542534382248,0.0057883467816565995,3.796407194559024
3.967595739913738,-0.9960785536704316,5.552712592599144,1.0,3.4346428571428573,34.0,-0.0015656207131535,0.0033233541189368,0.9974407712507176,discharge,1,0.997731649072968,0.005995639595456663,3.7963183505718936
3.966030119200585,-0.9962290263705044,5.55603594671808,1.0,3.4334285714285713,35.0,-0.0015656207131535,0.0033233541189368,0.997302406108166,discharge,1,0.9976090261864712,0.006192708558395509,3.7962391756004155
3.9644644984874313,-0.996379499070577,5.559359300837016,1.0,3.4322142857142857,36.0,-0.0015656207131531,0.0033233541189359,0.9971640200666284,discharge,1,0.9974863847787345,0.006380061606224223,3.796169162182837
3.9628988777742777,-0.9965299717706496,5.562682654955953,1.0,3.431,37.0,-0.0015656207131535,0.0033233541189368,0.9970256131261048,discharge,1,0.9973637248497579,0.0065581814397084855,3.7961078280924614
