Voltage_measured,Current_measured,Temperature_measured,Current_load,Voltage_load,Time_uniform,dV_dt,dT_dt,SOC,mode
4.194190653204952,-0.0005840172765146,5.695680582397816,0.0004,0.0,0.0,,,0.9999999188864894,discharge
4.1940872086810375,-0.0007671637504469,5.699809187147019,0.0004,0.4676666666666666,1.0,-0.0001034445239147,0.0041286047492032,0.9999998123359685,discharge
4.193983764157123,-0.0009503102243792,5.703937791896221,0.0004,0.9353333333333332,2.0,-0.0001034445239147,0.0041286047492024,0.9999996803484373,discharge
4.193880319633207,-0.0011334566983115,5.708066396645425,0.0004,1.4029999999999998,3.0,-0.0001034445239156,0.0041286047492032,0.9999995229238959,discharge
4.193776875109292,-0.0013166031722438,5.712195001394628,0.0004,1.8706666666666665,4.0,-0.0001034445239147,0.0041286047492032,0.9999993400623441,discharge
4.193673430585378,-0.0014997496461762,5.71632360614383,0.0004,2.338333333333333,5.0,-0.0001034445239147,0.0041286047492024,0.9999991317637822,discharge
4.193569986061463,-0.0016828961201085,5.720452210893034,0.0004,2.8059999999999996,6.0,-0.0001034445239147,0.0041286047492032,0.99999889802821,discharge
4.193466541537547,-0.0018660425940408,5.724580815642237,0.0004,3.2736666666666663,7.0,-0.0001034445239156,0.0041286047492032,0.9999986388556275,discharge
4.193363097013632,-0.0020491890679731,5.728709420391439,0.0004,3.741333333333333,8.0,-0.0001034445239147,0.0041286047492024,0.9999983542460347,discharge
4.193259652489718,-0.0022323355419055,5.732838025140643,0.0004,4.209,9.0,-0.0001034445239147,0.0041286047492032,0.9999980441994316,discharge
4.17972566108182,-0.0683500736253458,5.734909707987751,0.06704,4.157266666666667,10.0,-0.0135339914078977,0.0020716828471085,0.9999885511336504,discharge
4.166191669673921,-0.1344678117087862,5.73698139083486,0.13368,4.105533333333333,11.0,-0.0135339914078986,0.0020716828471085,0.9999698750486908,discharge
4.1526576782660225,-0.2005855497922266,5.739053073681967,0.20032,4.0538,12.0,-0.0135339914078986,0.0020716828471076,0.999942015944553,discharge
4.139123686858125,-0.266703287875667,5.741124756529076,0.26696,4.002066666666666,13.0,-0.0135339914078977,0.0020716828471085,0.9999049738212369,discharge
4.125589695450227,-0.3328210259591074,5.7431964393761845,0.3336,3.950333333333333,14.0,-0.0135339914078977,0.0020716828471085,0.9998587486787426,discharge
4.112055704042328,-0.3989387640425477,5.745268122223293,0.40024,3.8986,15.0,-0.0135339914078986,0.0020716828471085,0.99980334051707,discharge
4.0985217126344295,-0.4650565021259881,5.747339805070402,0.46688,3.846866666666666,16.0,-0.0135339914078986,0.0020716828471085,0.9997387493362192,discharge
4.084987721226532,-0.5311742402094285,5.749411487917509,0.53352,3.795133333333333,17.0,-0.0135339914078977,0.0020716828471076,0.9996649751361901,discharge
4.071453729818634,-0.5972919782928688,5.751483170764618,0.60016,3.7434,18.0,-0.0135339914078977,0.0020716828471085,0.9995820179169828,discharge
4.057919738410735,-0.6634097163763093,5.7535548536117265,0.6668000000000001,3.6916666666666664,19.0,-0.0135339914078986,0.0020716828471085,0.9994898776785972,discharge
4.044385747002837,-0.7295274544597496,5.755626536458835,0.7334400000000001,3.639933333333333,20.0,-0.0135339914078986,0.0020716828471085,0.9993885544210334,discharge
4.030851755594939,-0.79564519254319,5.757698219305944,0.80008,3.5881999999999996,21.0,-0.0135339914078977,0.0020716828471085,0.9992780481442912,discharge
