Voltage_measured,Current_measured,Temperature_measured,Current_load,Voltage_load,Time_uniform,dV_dt,dT_dt,SOC,mode
4.199922751479228,-0.0034751029399833,6.145254125961212,0.0004,0.0,0.0,,,0.9999995173468139,discharge
4.199859583861288,-0.0031945516152194,6.1466950235995785,0.0003777777777777,0.4683333333333333,1.0,-6.316761793989656e-05,0.0014408976383668,0.9999990736590896,discharge
4.199796416243348,-0.0029140002904555,6.148135921237945,0.0003555555555555,0.9366666666666666,2.0,-6.316761793989656e-05,0.0014408976383668,0.999998668936827,discharge
4.199733248625409,-0.0026334489656916,6.149576818876312,0.0003333333333333,1.405,3.0,-6.316761793900838e-05,0.0014408976383668,0.9999983031800262,discharge
4.199670081007469,-0.0023528976409277,6.151017716514679,0.0003111111111111,1.8733333333333333,4.0,-6.316761793989656e-05,0.0014408976383668,0.9999979763886871,discharge
4.1996069133895295,-0.0020723463161638,6.152458614153046,0.0002888888888888,2.341666666666667,5.0,-6.316761793989656e-05,0.0014408976383668,0.9999976885628099,discharge
4.19954374577159,-0.0017917949913999,6.153899511791413,0.0002666666666666,2.81,6.0,-6.316761793989656e-05,0.0014408976383668,0.9999974397023945,discharge
4.199480578153651,-0.001511243666636,6.15534040942978,0.0002444444444444,3.2783333333333333,7.0,-6.316761793900838e-05,0.0014408976383668,0.9999972298074408,discharge
4.199417410535711,-0.0012306923418721,6.1567813070681465,0.0002222222222222,3.7466666666666666,8.0,-6.316761793989656e-05,0.0014408976383668,0.9999970588779489,discharge
4.199354242917771,-0.0009501410171083,6.158222204706513,0.0002,4.215,9.0,-6.316761793989656e-05,0.0014408976383668,0.9999969269139187,discharge
4.186667054608412,-0.0720845785947195,6.161568414208228,0.0716142857142857,4.159285714285714,10.0,-0.0126871883093588,0.0033462095017142,0.9999869151668916,discharge
4.173979866299054,-0.1432190161723307,6.164914623709942,0.1430285714285714,4.103571428571429,11.0,-0.012687188309358,0.0033462095017142,0.9999670236368677,discharge
4.161292677989695,-0.2143534537499419,6.168260833211656,0.2144428571428571,4.047857142857143,12.0,-0.0126871883093588,0.0033462095017142,0.9999372523238469,discharge
4.148605489680337,-0.2854878913275531,6.17160704271337,0.2858571428571428,3.992142857142857,13.0,-0.012687188309358,0.0033462095017133,0.9998976012278291,discharge
4.135918301370978,-0.3566223289051643,6.174953252215084,0.3572714285714286,3.9364285714285714,14.0,-0.0126871883093588,0.0033462095017142,0.9998480703488145,discharge
4.12323111306162,-0.4277567664827755,6.178299461716798,0.4286857142857143,3.880714285714286,15.0,-0.012687188309358,0.0033462095017142,0.9997886596868031,discharge
4.110543924752261,-0.4988912040603867,6.181645671218512,0.5001000000000001,3.825,16.0,-0.0126871883093588,0.0033462095017142,0.9997193692417947,discharge
4.097856736442902,-0.570025641637998,6.184991880720227,0.5715142857142858,3.769285714285714,17.0,-0.0126871883093588,0.0033462095017142,0.9996401990137894,discharge
4.085169548133544,-0.6411600792156091,6.188338090221941,0.6429285714285715,3.713571428571429,18.0,-0.012687188309358,0.0033462095017142,0.9995511490027872,discharge
4.0724823598241855,-0.7122945167932203,6.191684299723655,0.7143428571428572,3.657857142857143,19.0,-0.0126871883093588,0.0033462095017142,0.9994522192087881,discharge
4.0597951715148275,-0.7834289543708315,6.195030509225369,0.7857571428571429,3.6021428571428573,20.0,-0.012687188309358,0.0033462095017133,0.9993434096317922,discharge
4.047107983205469,-0.8545633919484428,6.198376718727083,0.8571714285714287,3.5464285714285713,21.0,-0.0126871883093588,0.0033462095017142,0.9992247202717994,discharge
4.034420794896111,-0.925697829526054,6.201722928228797,0.9285857142857143,3.4907142857142857,22.0,-0.012687188309358,0.0033462095017142,0.9990961511288097,discharge
4.021733606586752,-0.9968322671036652,6.205069137730511,1.0,3.435,23.0,-0.0126871883093588,0.0033462095017142,0.998957702202823,discharge
4.020259768696386,-0.9968419745829576,6.209462453523025,1.0,3.434615384615385,24.0,-0.0014738378903658,0.0043933157925133,0.9988192519285753,discharge
4.018785930806019,-0.99685168206225,6.213855769315538,1.0,3.434230769230769,25.0,-0.0014738378903667,0.0043933157925133,0.9986808003060668,discharge
4.017312092915653,-0.9968613895415424,6.2182490851080505,1.0,3.433846153846154,26.0,-0.0014738378903658,0.0043933157925124,0.9985423473352971,discharge
4.015838255025287,-0.9968710970208348,6.222642400900564,1.0,3.4334615384615383,27.0,-0.0014738378903667,0.0043933157925133,0.9984038930162664,discharge
4.014364417134921,-0.9968808045001272,6.227035716693077,1.0,3.433076923076923,28.0,-0.0014738378903658,0.0043933157925133,0.9982654373489748,discharge
4.012890579244555,-0.9968905119794196,6.2314290324855905,1.0,3.432692307692308,29.0,-0.0014738378903658,0.0043933157925133,0.9981269803334221,discharge
4.011416741354188,-0.9969002194587118,6.235822348278103,1.0,3.4323076923076923,30.0,-0.0014738378903667,0.0043933157925124,0.9979885219696083,discharge
4.0099429034638225,-0.9969099269380042,6.240215664070616,1.0,3.431923076923077,31.0,-0.0014738378903658,0.0043933157925133,0.9978500622575336,discharge
4.008469065573457,-0.9969196344172966,6.24460897986313,1.0,3.431538461538462,32.0,-0.0014738378903658,0.0043933157925133,0.9977116011971979,discharge
4.00699522768309,-0.9969293418965888,6.249002295655643,1.0,3.431153846153846,33.0,-0.0014738378903667,0.0043933157925133,0.9975731387886011,discharge
4.005521389792724,-0.9969390493758812,6.2533956114481555,1.0,3.430769230769231,34.0,-0.0014738378903658,0.0043933157925124,0.9974346750317433,discharge
4.0040475519023575,-0.9969487568551736,6.257788927240669,1.0,3.4303846153846154,35.0,-0.0014738378903667,0.0043933157925133,0.9972962099266246,discharge
4.002573714011992,-0.996958464334466,6.262182243033182,1.0,3.43,36.0,-0.0014738378903658,0.0043933157925133,0.9971577434732448,discharge
4.001451012092204,-0.996737840976865,6.264328160610885,1.0,3.4290000000000003,37.0,-0.0011227019197876,0.0021459175777032,0.997019307661998,discharge
4.000328310172415,-0.996517217619264,6.266474078188588,1.0,3.428,38.0,-0.0011227019197885,0.0021459175777023,0.9968809024928842,discharge
3.9992056082526273,-0.9962965942616632,6.268619995766291,1.0,3.427,39.0,-0.0011227019197881,0.0021459175777032,0.9967425279659035,discharge
3.998082906332839,-0.996075970904062,6.270765913343993,1.0,3.426,40.0,-0.0011227019197881,0.0021459175777023,0.9966041840810557,discharge
3.996960204413051,-0.9958553475464612,6.2729118309216965,1.0,3.425,41.0,-0.0011227019197881,0.0021459175777032,0.9964658708383408,discharge
3.995837502493263,-0.99563472418886,6.275057748499399,1.0,3.424,42.0,-0.0011227019197881,0.0021459175777023,0.9963275882377591,discharge
3.994714800573475,-0.9954141008312593,6.277203666077102,1.0,3.423,43.0,-0.0011227019197876,0.0021459175777032,0.9961893362793103,discharge
3.993592098653687,-0.9951934774736584,6.279349583654804,1.0,3.422,44.0,-0.0011227019197881,0.0021459175777023,0.9960511149629945,discharge
3.992469396733899,-0.9949728541160572,6.2814955012325076,1.0,3.421,45.0,-0.0011227019197881,0.0021459175777032,0.9959129242888117,discharge
3.9913466948141103,-0.9947522307584564,6.28364141881021,1.0,3.42,46.0,-0.0011227019197881,0.0021459175777023,0.9957747642567619,discharge
3.9902239928943226,-0.9945316074008552,6.285787336387913,1.0,3.419,47.0,-0.0011227019197881,0.0021459175777032,0.9956366348668452,discharge
3.9891012909745345,-0.9943109840432544,6.287933253965615,1.0,3.4179999999999997,48.0,-0.0011227019197881,0.0021459175777023,0.9954985361190614,discharge
3.9879785890547463,-0.9940903606856534,6.290079171543319,1.0,3.417,49.0,-0.0011227019197881,0.0021459175777032,0.9953604680134106,discharge
3.987064183125243,-0.9944354402722542,6.281568430120606,1.0,3.416230769230769,50.0,-0.0009144059295032,-0.0085107414227127,0.9952223519800394,discharge
3.98614977719574,-0.994780519858855,6.273057688697893,1.0,3.415461538461538,51.0,-0.0009144059295032,-0.0085107414227127,0.9950841880189479,discharge
3.9852353712662367,-0.9951255994454558,6.26454694727518,1.0,3.4146923076923077,52.0,-0.0009144059295032,-0.0085107414227127,0.994945976130136,discharge
3.984320965336733,-0.9954706790320564,6.2560362058524674,1.0,3.413923076923077,53.0,-0.0009144059295036,-0.0085107414227127,0.9948077163136039,discharge
3.98340655940723,-0.9958157586186572,6.247525464429755,1.0,3.413153846153846,54.0,-0.0009144059295032,-0.0085107414227127,0.9946694085693513,discharge
3.9824921534777262,-0.996160838205258,6.239014723007042,1.0,3.412384615384615,55.0,-0.0009144059295032,-0.0085107414227127,0.9945310528973783,discharge
3.981577747548223,-0.9965059177918588,6.23050398158433,1.0,3.4116153846153847,56.0,-0.0009144059295032,-0.0085107414227119,0.994392649297685,discharge
3.98066334161872,-0.9968509973784596,6.221993240161617,1.0,3.410846153846154,57.0,-0.0009144059295032,-0.0085107414227127,0.9942541977702714,discharge
3.979748935689217,-0.9971960769650604,6.213482498738904,1.0,3.410076923076923,58.0,-0.0009144059295032,-0.0085107414227127,0.9941156983151372,discharge
3.9788345297597134,-0.9975411565516612,6.2049717573161915,1.0,3.409307692307692,59.0,-0.0009144059295036,-0.0085107414227127,0.9939771509322829,discharge
3.97792012383021,-0.997886236138262,6.196461015893479,1.0,3.4085384615384617,60.0,-0.0009144059295032,-0.0085107414227127,0.9938385556217081,discharge
3.977005717900707,-0.9982313157248628,6.187950274470766,1.0,3.407769230769231,61.0,-0.0009144059295032,-0.0085107414227127,0.993699912383413,discharge
3.976091311971204,-0.9985763953114636,6.179439533048053,1.0,3.407,62.0,-0.0009144059295032,-0.0085107414227127,0.9935612212173975,discharge
3.975286473390579,-0.9983459750743882,6.1595852466011465,1.0,3.4064285714285716,63.0,-0.0008048385806249,-0.0198542864469066,0.9934225620541928,discharge
3.974481634809954,-0.9981155548373128,6.139730960154239,1.0,3.4058571428571427,64.0,-0.0008048385806249,-0.0198542864469075,0.9932839348937986,discharge
3.973676796229329,-0.9978851346002372,6.119876673707332,1.0,3.4052857142857142,65.0,-0.0008048385806249,-0.0198542864469066,0.9931453397362153,discharge
3.972871957648704,-0.997654714363162,6.100022387260426,1.0,3.404714285714286,66.0,-0.0008048385806245,-0.0198542864469066,0.9930067765814427,discharge
3.9720671190680794,-0.9974242941260864,6.080168100813519,1.0,3.404142857142858,67.0,-0.0008048385806249,-0.0198542864469066,0.9928682454294807,discharge
3.9712622804874544,-0.997193873889011,6.060313814366611,1.0,3.4035714285714285,68.0,-0.0008048385806249,-0.0198542864469075,0.9927297462803294,discharge
3.9704574419068295,-0.9969634536519356,6.040459527919705,1.0,3.403,69.0,-0.0008048385806249,-0.0198542864469066,0.9925912791339889,discharge
3.969652603326205,-0.9967330334148602,6.020605241472798,1.0,3.4024285714285716,70.0,-0.0008048385806249,-0.0198542864469066,0.9924528439904591,discharge
3.968847764745579,-0.9965026131777848,6.00075095502589,1.0,3.4018571428571427,71.0,-0.0008048385806249,-0.0198542864469075,0.9923144408497399,discharge
3.9680429261649546,-0.9962721929407092,5.980896668578984,1.0,3.4012857142857142,72.0,-0.0008048385806249,-0.0198542864469066,0.9921760697118315,discharge
3.96723808758433,-0.996041772703634,5.961042382132077,1.0,3.400714285714286,73.0,-0.0008048385806245,-0.0198542864469066,0.9920377305767337,discharge
3.966433249003705,-0.9958113524665584,5.94118809568517,1.0,3.400142857142858,74.0,-0.0008048385806249,-0.0198542864469066,0.9918994234444467,discharge
3.96562841042308,-0.9955809322294832,5.921333809238263,1.0,3.3995714285714285,75.0,-0.0008048385806249,-0.0198542864469075,0.9917611483149704,discharge
3.964823571842455,-0.9953505119924076,5.901479522791356,1.0,3.399,76.0,-0.0008048385806249,-0.0198542864469066,0.9916229051883048,discharge
3.964065824136843,-0.9954452250145184,5.887889124148432,1.0,3.3985384615384615,77.0,-0.0007577477056122,-0.0135903986429237,0.9914846489070528,discharge
3.9633080764312303,-0.9955399380366294,5.874298725505508,1.0,3.398076923076923,78.0,-0.0007577477056122,-0.0135903986429246,0.9913463794712144,discharge
3.9625503287256185,-0.9956346510587404,5.860708326862584,1.0,3.3976153846153845,79.0,-0.0007577477056122,-0.0135903986429237,0.9912080968807895,discharge
3.9617925810200063,-0.9957293640808512,5.84711792821966,1.0,3.397153846153846,80.0,-0.0007577477056122,-0.0135903986429237,0.9910698011357782,discharge
3.961034833314394,-0.995824077102962,5.8335275295767355,1.0,3.3966923076923075,81.0,-0.0007577477056122,-0.0135903986429246,0.9909314922361807,discharge
3.960277085608782,-0.9959187901250728,5.819937130933812,1.0,3.396230769230769,82.0,-0.0007577477056122,-0.0135903986429237,0.9907931701819966,discharge
3.9595193379031697,-0.9960135031471836,5.806346732290888,1.0,3.395769230769231,83.0,-0.0007577477056126,-0.0135903986429237,0.9906548349732262,discharge
3.958761590197557,-0.9961082161692946,5.792756333647964,1.0,3.3953076923076924,84.0,-0.0007577477056122,-0.0135903986429237,0.9905164866098694,discharge
3.958003842491945,-0.9962029291914056,5.7791659350050395,1.0,3.394846153846154,85.0,-0.0007577477056122,-0.0135903986429246,0.9903781250919261,discharge
3.9572460947863326,-0.9962976422135164,5.765575536362116,1.0,3.3943846153846153,86.0,-0.0007577477056122,-0.0135903986429237,0.9902397504193964,discharge
3.95648834708072,-0.9963923552356272,5.751985137719192,1.0,3.393923076923077,87.0,-0.0007577477056122,-0.0135903986429237,0.9901013625922803,discharge
3.955730599375108,-0.996487068257738,5.738394739076267,1.0,3.3934615384615383,88.0,-0.0007577477056122,-0.0135903986429246,0.989962961610578,discharge
3.954972851669496,-0.996581781279849,5.7248043404333435,1.0,3.393,89.0,-0.0007577477056122,-0.0135903986429237,0.989824547474289,discharge
3.9542582304030263,-0.9962997825465216,5.71986768907943,1.0,3.3918461538461537,90.0,-0.0007146212664692,-0.0049366513539137,0.9896861725044909,discharge
3.953543609136557,-0.9960177838131942,5.714931037725516,1.0,3.3906923076923077,91.0,-0.0007146212664697,-0.0049366513539137,0.9895478367011835,discharge
3.952828987870088,-0.9957357850798668,5.709994386371603,1.0,3.3895384615384616,92.0,-0.0007146212664692,-0.0049366513539128,0.9894095400643669,discharge
3.952114366603618,-0.9954537863465394,5.705057735017689,1.0,3.388384615384615,93.0,-0.0007146212664697,-0.0049366513539137,0.989271282594041,discharge
3.9513997453371488,-0.995171787613212,5.700121083663776,1.0,3.387230769230769,94.0,-0.0007146212664692,-0.0049366513539137,0.9891330642902058,discharge
3.950685124070679,-0.9948897888798846,5.695184432309862,1.0,3.386076923076923,95.0,-0.0007146212664697,-0.0049366513539137,0.9889948851528614,discharge
3.94997050280421,-0.9946077901465572,5.690247780955949,1.0,3.384923076923077,96.0,-0.0007146212664692,-0.0049366513539128,0.9888567451820077,discharge
3.94925588153774,-0.9943257914132296,5.685311129602035,1.0,3.383769230769231,97.0,-0.0007146212664697,-0.0049366513539137,0.9887186443776448,discharge
3.948541260271271,-0.9940437926799024,5.680374478248122,1.0,3.382615384615385,98.0,-0.0007146212664692,-0.0049366513539137,0.9885805827397726,discharge
