Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time_uniform,dV_dt,dT_dt,SOC,mode
3.7160926854681953,0.0006357720664403,5.216681176901407,0.0,0.003,0.0,,,8.830167589448612e-08,charge
3.878398877561524,0.7556040680925756,5.2231112104960875,0.749,2.367,1.0,0.1623061920933284,0.0064300335946807,0.00010503331113319665,charge
4.040705069654852,1.510572364118711,5.229541244090767,1.498,4.731,2.0,0.1623061920933279,0.0064300335946798,0.0003148350283719065,charge
4.045374010668011,1.5102949038393283,5.233749636002253,1.498,4.745875,3.0,0.0046689410131595,0.0042083919114856,0.0005245982094607021,charge
4.050042951681172,1.5100174435599458,5.237958027913738,1.498,4.76075,4.0,0.0046689410131603,0.0042083919114848,0.0007343228543995836,charge
4.054711892694332,1.5097399832805634,5.242166419825224,1.498,4.775625,5.0,0.0046689410131603,0.0042083919114856,0.0009440089631885507,charge
4.0593808337074915,1.509462523001181,5.246374811736709,1.498,4.7905,6.0,0.0046689410131595,0.0042083919114856,0.0011536565358276035,charge
4.064049774720651,1.5091850627217982,5.250583203648194,1.498,4.805375,7.0,0.0046689410131595,0.0042083919114848,0.001363265572316742,charge
4.068718715733811,1.5089076024424155,5.25479159555968,1.498,4.82025,8.0,0.0046689410131603,0.0042083919114856,0.0015728360726559663,charge
4.073387656746972,1.508630142163033,5.258999987471165,1.498,4.835125,9.0,0.0046689410131603,0.0042083919114848,0.0017823680368452765,charge
4.078056597760131,1.5083526818836506,5.26320837938265,1.498,4.85,10.0,0.0046689410131595,0.0042083919114856,0.0019918614648846726,charge
4.081061385544157,1.5086121971317863,5.268787699202745,1.49825,4.8527499999999995,11.0,0.0030047877840253,0.0055793198200948,0.0022013909367085316,charge
4.084066173328182,1.508871712379922,5.27436701902284,1.4985,4.855499999999999,12.0,0.0030047877840253,0.0055793198200948,0.0024109564523168542,charge
4.087070961112208,1.5091312276280575,5.279946338842935,1.49875,4.85825,13.0,0.0030047877840262,0.0055793198200948,0.00262055801170964,charge
4.090075748896234,1.5093907428761937,5.28552565866303,1.499,4.861,14.0,0.0030047877840253,0.0055793198200948,0.002830195614886889,charge
4.093080536680259,1.5096502581243294,5.291104978483125,1.49925,4.86375,15.0,0.0030047877840253,0.0055793198200957,0.003039869261848601,charge
4.096085324464285,1.5099097733724651,5.29668429830322,1.4995,4.8665,16.0,0.0030047877840262,0.0055793198200948,0.003249578952594777,charge
4.0990901122483105,1.5101692886206008,5.302263618123315,1.49975,4.86925,17.0,0.0030047877840253,0.0055793198200948,0.003459324687125416,charge
4.102094900032336,1.5104288038687366,5.30784293794341,1.5,4.872,18.0,0.0030047877840253,0.0055793198200948,0.0036691064654405187,charge
4.1046827107463875,1.5104863452645023,5.313012791611969,1.5,4.874625,19.0,0.0025878107140515,0.0051698536685593,0.0038788962356161444,charge
4.107270521460439,1.5105438866602685,5.31818264528053,1.5,4.87725,20.0,0.0025878107140515,0.0051698536685602,0.004088693997652292,charge
4.109858332174491,1.5106014280560345,5.32335249894909,1.5,4.879875,21.0,0.0025878107140515,0.0051698536685602,0.0042984997515489645,charge
4.112446142888542,1.5106589694518004,5.328522352617649,1.5,4.8825,22.0,0.0025878107140515,0.0051698536685593,0.004508313497306159,charge
4.115033953602595,1.5107165108475664,5.333692206286209,1.5,4.8851249999999995,23.0,0.0025878107140524,0.0051698536685593,0.004718135234923876,charge
4.117621764316646,1.5107740522433324,5.338862059954769,1.5,4.88775,24.0,0.0025878107140515,0.0051698536685602,0.004927964964402117,charge
4.120209575030698,1.5108315936390984,5.344031913623329,1.5,4.890375,25.0,0.0025878107140515,0.0051698536685602,0.005137802685740881,charge
4.122797385744749,1.5108891350348643,5.349201767291889,1.5,4.893,26.0,0.0025878107140515,0.0051698536685593,0.005347648398940167,charge
4.125096232301659,1.5109666457427378,5.356519154495434,1.49975,4.895125,27.0,0.0022988465569095,0.0073173872035452,0.0055575048775155485,charge
4.127395078858569,1.5110441564506112,5.363836541698978,1.4995,4.89725,28.0,0.0022988465569104,0.0073173872035443,0.005767372121467022,charge
4.129693925415479,1.5111216671584846,5.371153928902523,1.49925,4.899375,29.0,0.0022988465569095,0.0073173872035452,0.0059772501307945895,charge
4.131992771972389,1.511199177866358,5.378471316106069,1.499,4.9015,30.0,0.0022988465569095,0.0073173872035452,0.00618713890549825,charge
4.134291618529298,1.5112766885742317,5.385788703309613,1.49875,4.903625,31.0,0.0022988465569095,0.0073173872035443,0.006397038445578005,charge
4.136590465086208,1.511354199282105,5.393106090513158,1.4985,4.90575,32.0,0.0022988465569095,0.0073173872035452,0.006606948751033853,charge
4.138889311643118,1.5114317099899783,5.400423477716703,1.49825,4.907875,33.0,0.0022988465569104,0.0073173872035443,0.006816869821865794,charge
4.141188158200028,1.5115092206978518,5.407740864920248,1.498,4.91,34.0,0.0022988465569095,0.0073173872035452,0.007026801658073829,charge
4.143279332992316,1.5115071903693456,5.413523438208587,1.49825,4.912,35.0,0.0020911747922882,0.0057825732883394,0.007236733212291793,charge
4.145370507784605,1.5115051600408391,5.419306011496927,1.4985,4.914,36.0,0.0020911747922891,0.0057825732883394,0.007446664484519688,charge
4.147461682576894,1.5115031297123331,5.425088584785266,1.49875,4.916,37.0,0.0020911747922891,0.0057825732883394,0.0076565954747575115,charge
4.149552857369183,1.511501099383827,5.4308711580736055,1.499,4.918,38.0,0.0020911747922882,0.0057825732883394,0.007866526183005266,charge
4.151644032161471,1.511499069055321,5.436653731361945,1.49925,4.92,39.0,0.0020911747922882,0.0057825732883394,0.008076456609262948,charge
4.15373520695376,1.5114970387268147,5.442436304650284,1.4995,4.922000000000001,40.0,0.0020911747922891,0.0057825732883394,0.008286386753530562,charge
4.155826381746049,1.5114950083983083,5.448218877938624,1.49975,4.924,41.0,0.0020911747922891,0.0057825732883394,0.008496316615808104,charge
4.1579175565383375,1.5114929780698023,5.454001451226963,1.5,4.926,42.0,0.0020911747922882,0.0057825732883394,0.008706246196095578,charge
4.1599029999624815,1.511283638457421,5.460551621985534,1.5,4.928,43.0,0.0019854434241439,0.0065501707585706,0.008916146701436888,charge
4.161888443386626,1.51107429884504,5.467101792744104,1.5,4.93,44.0,0.0019854434241448,0.0065501707585697,0.009126018131832031,charge
4.16387388681077,1.5108649592326586,5.4736519635026735,1.5,4.932,45.0,0.0019854434241439,0.0065501707585697,0.009335860487281012,charge
4.165859330234914,1.5106556196202774,5.480202134261244,1.5,4.934,46.0,0.0019854434241439,0.0065501707585706,0.009545673767783829,charge
4.167844773659059,1.5104462800078962,5.486752305019815,1.5,4.936,47.0,0.0019854434241448,0.0065501707585706,0.009755457973340481,charge
4.169830217083203,1.510236940395515,5.493302475778385,1.5,4.938000000000001,48.0,0.0019854434241439,0.0065501707585697,0.00996521310395097,charge
4.171815660507348,1.5100276007831337,5.499852646536954,1.5,4.94,49.0,0.0019854434241448,0.0065501707585697,0.010174939159615294,charge
4.173801103931492,1.5098182611707525,5.506402817295525,1.5,4.942,50.0,0.0019854434241439,0.0065501707585706,0.010384636140333454,charge
4.175978853342823,1.5097483037639896,5.515464245093595,1.5,4.944285714285715,51.0,0.0021777494113308,0.0090614277980698,0.010594323404745119,charge
4.178156602754153,1.509678346357227,5.524525672891664,1.5,4.946571428571429,52.0,0.0021777494113299,0.0090614277980689,0.01080400095285029,charge
4.180334352165484,1.509608388950464,5.533587100689734,1.5,4.948857142857143,53.0,0.0021777494113308,0.0090614277980698,0.011013668784648966,charge
4.182512101576814,1.5095384315437013,5.5426485284878035,1.5,4.951142857142857,54.0,0.0021777494113299,0.0090614277980698,0.011223326900141146,charge
4.1846898509881445,1.5094684741369384,5.551709956285873,1.5,4.953428571428572,55.0,0.0021777494113308,0.0090614277980698,0.011432975299326832,charge
4.1868676003994745,1.5093985167301758,5.560771384083942,1.5,4.9557142857142855,56.0,0.0021777494113299,0.0090614277980689,0.011642613982206023,charge
4.189045349810805,1.509328559323413,5.569832811882012,1.5,4.958,57.0,0.0021777494113308,0.0090614277980698,0.01185224294877872,charge
